year,manufacturer,fuelType,name,transmission,engine,mileage,listingPrice,variant,age
2025.0,Jetour,Petrol,Jetour Dashing 2025 for sale in Karachi,Automatic,1498cc,"3,000 km",8684790.0,Dashing,0.0
2017.0,Toyota,Petrol,Toyota Corolla 2017 for sale in Karachi,Automatic,1300cc,"57,000 km",4200000.0,Corolla,8.0
2014.0,Toyota,Petrol,Toyota Vitz 2014 for sale in Karachi,Automatic,1000cc,"92,000 km",2850000.0,Vitz,11.0
2017.0,FAW,Petrol,FAW V2 2017 for sale in Karachi,Manual,1300cc,"60,000 km",1490000.0,V2,8.0
2011.0,Toyota,Petrol,Toyota Corolla 2011 for sale in Karachi,Manual,1300cc,"200,000 km",2300000.0,Corolla,14.0
2013.0,Mercedes Benz,Petrol,Mercedes Benz E Class 2013 for sale in Karachi,Automatic,1800cc,"50,996 km",12500000.0,Benz E Class,12.0
2000.0,Honda,Petrol,Honda City 2000 for sale in Karachi,Automatic,1500cc,"150,000 km",915000.0,City,25.0
2007.0,Suzuki,Petrol,Suzuki Alto 2007 for sale in Karachi,Manual,1000cc,"70,000 km",950000.0,Alto,18.0
2005.0,Toyota,Petrol,Toyota Corolla 2005 for sale in Karachi,Manual,1300cc,"89,000 km",1650000.0,Corolla,20.0
2017.0,Daihatsu,Petrol,Daihatsu Mira 2017 for sale in Karachi,Automatic,660cc,"99,000 km",2950000.0,Mira,8.0
2011.0,Suzuki,Petrol,Suzuki Cultus 2011 for sale in Karachi,Manual,1000cc,"87,000 km",1267000.0,Cultus,14.0
2017.0,Suzuki,Petrol,Suzuki Every 2017 for sale in Karachi,Automatic,660cc,"127,000 km",1890000.0,Every,8.0
2006.0,Suzuki,Petrol,Suzuki Alto 2006 for sale in Karachi,Manual,1000cc,"80,000 km",790000.0,Alto,19.0
2002.0,Honda,Petrol,Honda City 2002 for sale in Karachi,Manual,1300cc,"150,000 km",860000.0,City,23.0
2015.0,Honda,Hybrid,Honda Vezel 2015 for sale in Karachi,Automatic,1500cc,"142,000 km",5100000.0,Vezel,10.0
2021.0,Toyota,Petrol,Toyota Corolla 2021 for sale in Karachi,Automatic,1800cc,"24,000 km",6350000.0,Corolla,4.0
2022.0,Toyota,Petrol,Toyota Corolla 2022 for sale in Karachi,Automatic,1800cc,"28,000 km",6500000.0,Corolla,3.0
2015.0,Honda,Petrol,Honda Civic 2015 for sale in Karachi,Automatic,1800cc,"80,000 km",4000000.0,Civic,10.0
2019.0,Suzuki,Petrol,Suzuki Cultus 2019 for sale in Karachi,Manual,1000cc,"72,000 km",2490000.0,Cultus,6.0
2022.0,Toyota,Petrol,Toyota Yaris Sedan 2022 for sale in Karachi,Automatic,1500cc,"22,000 km",4800000.0,Yaris Sedan,3.0
2022.0,Hyundai,Petrol,Hyundai Elantra 2022 for sale in Karachi,Automatic,2000cc,"28,000 km",6150000.0,Elantra,3.0
2003.0,Daihatsu,Petrol,Daihatsu Cuore 2003 for sale in Karachi,Manual,800cc,"100,000 km",720000.0,Cuore,22.0
2019.0,Toyota,Petrol,Toyota Corolla 2019 for sale in Karachi,Automatic,1800cc,"62,000 km",5475000.0,Corolla,6.0
2020.0,Daihatsu,Petrol,Daihatsu Rocky 2020 for sale in Karachi,Automatic,1000cc,"74,000 km",5350000.0,Rocky,5.0
2000.0,Hyundai,Petrol,Hyundai Santro 2000 for sale in Karachi,Manual,1000cc,150 km,680000.0,Santro,25.0
2022.0,Suzuki,Hybrid,Suzuki Wagon R 2022 for sale in Karachi,Automatic,660cc,"19,000 km",3850000.0,Wagon R,3.0
2022.0,Suzuki,Hybrid,Suzuki Wagon R 2022 for sale in Karachi,Automatic,660cc,"11,111 km",3950000.0,Wagon R,3.0
2022.0,Toyota,Diesel,Toyota Hilux 2022 for sale in Karachi,Automatic,2800cc,"46,200 km",13400000.0,Hilux,3.0
2022.0,Suzuki,Petrol,Suzuki Alto 2022 for sale in Karachi,Manual,660cc,"70,000 km",2350000.0,Alto,3.0
2015.0,Suzuki,Petrol,Suzuki Swift 2015 for sale in Karachi,Automatic,1300cc,"120,000 km",2250000.0,Swift,10.0
2025.0,Toyota,Petrol,Toyota Corolla 2025 for sale in Karachi,Automatic,1800cc,"7,000 km",7950000.0,Corolla,0.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"55,231 km",6025000.0,Raize,5.0
2024.0,KIA,Petrol,KIA Sportage 2024 for sale in Karachi,Automatic,2000cc,"20,000 km",8450000.0,Sportage,1.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"36,000 km",6190000.0,Raize,5.0
2015.0,Honda,Petrol,Honda City 2015 for sale in Karachi,Automatic,1300cc,"99,000 km",2900000.0,City,10.0
2006.0,Suzuki,Petrol,Suzuki Cultus 2006 for sale in Karachi,Manual,1000cc,"129,000 km",1000000.0,Cultus,19.0
2021.0,Toyota,Petrol,Toyota Yaris Hatchback 2021 for sale in Karachi,Automatic,996cc,"70,574 km",4600000.0,Yaris Hatchback,4.0
1992.0,Mitsubishi,Petrol,Mitsubishi Lancer 1992 for sale in Karachi,Manual,1300cc,"100,000 km",450000.0,Lancer,33.0
2006.0,Suzuki,Petrol,Suzuki Mehran 2006 for sale in Karachi,Manual,800cc,"45,000 km",580000.0,Mehran,19.0
2014.0,Toyota,Hybrid,Toyota Aqua 2014 for sale in Karachi,Automatic,1500cc,"150,000 km",3250000.0,Aqua,11.0
2020.0,Toyota,Petrol,Toyota Prado 2020 for sale in Karachi,Automatic,2700cc,"53,000 km",27800000.0,Prado,5.0
2021.0,Toyota,Petrol,Toyota Prado 2021 for sale in Karachi,Automatic,2700cc,"24,000 km",25700000.0,Prado,4.0
2020.0,Toyota,Petrol,Toyota Prado 2020 for sale in Karachi,Automatic,2700cc,"22,000 km",25500000.0,Prado,5.0
2023.0,Haval,Hybrid,Haval H6 2023 for sale in Karachi,Automatic,1500cc,"39,000 km",10400000.0,H6,2.0
2023.0,Haval,Hybrid,Haval H6 2023 for sale in Karachi,Automatic,1500cc,"39,000 km",10400000.0,H6,2.0
2023.0,Honda,Petrol,Honda City 2023 for sale in Karachi,Automatic,1200cc,"13,180 km",4500000.0,City,2.0
2019.0,Suzuki,Petrol,Suzuki Every 2019 for sale in Karachi,Automatic,660cc,"134,000 km",2270000.0,Every,6.0
2022.0,Daihatsu,Petrol,Daihatsu Hijet 2022 for sale in Karachi,Automatic,660cc,1 km,3350000.0,Hijet,3.0
2018.0,Honda,Petrol,Honda City 2018 for sale in Karachi,Manual,1300cc,"76,000 km",3400000.0,City,7.0
2018.0,Daihatsu,Petrol,Daihatsu Mira 2018 for sale in Karachi,Automatic,660cc,"51,000 km",3250000.0,Mira,7.0
2022.0,Honda,Petrol,Honda BR-V 2022 for sale in Karachi,Automatic,1500cc,"47,000 km",5300000.0,BR-V,3.0
2021.0,Honda,Petrol,Honda Civic 2021 for sale in Karachi,Automatic,1800cc,"45,214 km",6045000.0,Civic,4.0
2012.0,Mitsubishi,Petrol,Mitsubishi Mirage 2012 for sale in Karachi,Automatic,1000cc,"132,000 km",1950000.0,Mirage,13.0
2009.0,Daihatsu,Petrol,Daihatsu Mira 2009 for sale in Karachi,Automatic,660cc,"221,667 km",1650000.0,Mira,16.0
2019.0,Nissan,Hybrid,Nissan Serena 2019 for sale in Karachi,Automatic,1200cc,"58,000 km",7500000.0,Serena,6.0
2006.0,Honda,Petrol,Honda City 2006 for sale in Karachi,Automatic,1300cc,"125,000 km",1775000.0,City,19.0
2003.0,Daihatsu,Petrol,Daihatsu Cuore 2003 for sale in Karachi,Automatic,800cc,"246,000 km",1050000.0,Cuore,22.0
2023.0,Daihatsu,Petrol,Daihatsu Mira 2023 for sale in Karachi,Automatic,660cc,"1,920 km",3800000.0,Mira,2.0
2005.0,Honda,Petrol,Honda Civic 2005 for sale in Karachi,Automatic,1500cc,"180,000 km",1650000.0,Civic,20.0
2015.0,FAW,Petrol,FAW Carrier 2015 for sale in Karachi,Manual,1000cc,"50,000 km",580000.0,Carrier,10.0
2019.0,Toyota,Petrol,Toyota Corolla 2019 for sale in Karachi,Automatic,1600cc,"108,000 km",4550000.0,Corolla,6.0
2016.0,Suzuki,Petrol,Suzuki Swift 2016 for sale in Karachi,Manual,1300cc,"138,000 km",2200000.0,Swift,9.0
2004.0,Toyota,Petrol,Toyota Prado 2004 for sale in Karachi,Automatic,3400cc,"200,000 km",7800000.0,Prado,21.0
2006.0,Suzuki,Petrol,Suzuki Cultus 2006 for sale in Karachi,Manual,1000cc,"100,000 km",635000.0,Cultus,19.0
2022.0,Toyota,Petrol,Toyota Passo 2022 for sale in Karachi,Automatic,1000cc,"43,600 km",4100000.0,Passo,3.0
2012.0,Daihatsu,Petrol,Daihatsu Mira 2012 for sale in Karachi,Automatic,660cc,"124,000 km",1950000.0,Mira,13.0
2022.0,Nissan,Hybrid,Nissan Note 2022 for sale in Karachi,Automatic,1200cc,"17,000 km",5800000.0,Note,3.0
2019.0,Isuzu,Diesel,Isuzu D-Max 2019 for sale in Karachi,Automatic,3000cc,"95,000 km",7350000.0,D-Max,6.0
2021.0,Suzuki,Petrol,Suzuki Cultus 2021 for sale in Karachi,Manual,1000cc,"60,000 km",3300000.0,Cultus,4.0
2009.0,Lexus,Petrol,Lexus RX Series 2009 for sale in Karachi,Automatic,3500cc,"122,000 km",6500000.0,RX Series,16.0
2021.0,Suzuki,Petrol,Suzuki Swift 2021 for sale in Karachi,Automatic,1300cc,"67,000 km",3200000.0,Swift,4.0
2022.0,DFSK,Petrol,DFSK Glory 580 2022 for sale in Karachi,Automatic,1500cc,"55,000 km",4785000.0,Glory 580,3.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"31,500 km",5750000.0,Raize,5.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"48,600 km",5250000.0,Raize,5.0
2022.0,KIA,Petrol,KIA Stonic 2022 for sale in Karachi,Automatic,1400cc,"59,200 km",4700000.0,Stonic,3.0
2016.0,Toyota,Petrol,Toyota Corolla 2016 for sale in Karachi,Automatic,1300cc,"80,000 km",3700000.0,Corolla,9.0
2009.0,Honda,Petrol,Honda Life 2009 for sale in Karachi,Automatic,660cc,"20,000 km",1550000.0,Life,16.0
1993.0,Suzuki,Petrol,Suzuki Mehran 1993 for sale in Karachi,Manual,800cc,"100,000 km",350000.0,Mehran,32.0
2023.0,Daihatsu,Petrol,Daihatsu Mira 2023 for sale in Karachi,Automatic,660cc,"6,000 km",3500000.0,Mira,2.0
2023.0,Daihatsu,Petrol,Daihatsu Mira 2023 for sale in Karachi,Automatic,660cc,"33,916 km",3750000.0,Mira,2.0
2024.0,Daihatsu,Petrol,Daihatsu Mira 2024 for sale in Karachi,Automatic,660cc,"16,680 km",3800000.0,Mira,1.0
2008.0,Suzuki,Petrol,Suzuki Bolan 2008 for sale in Karachi,Manual,800cc,"150,000 km",720000.0,Bolan,17.0
2007.0,Toyota,Petrol,Toyota Corolla Axio 2007 for sale in Karachi,Automatic,1500cc,"132,000 km",2825000.0,Corolla Axio,18.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"43,000 km",6250000.0,Raize,5.0
2018.0,Honda,Petrol,Honda City 2018 for sale in Karachi,Automatic,1300cc,"65,000 km",3485000.0,City,7.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"44,800 km",5500000.0,Raize,5.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"36,700 km",5400000.0,Raize,5.0
2023.0,Peugeot,Petrol,Peugeot 2008 2023 for sale in Karachi,Automatic,1200cc,"24,500 km",6200000.0,2008,2.0
2019.0,Honda,Petrol,Honda Civic 2019 for sale in Karachi,Automatic,1800cc,"142,978 km",4900000.0,Civic,6.0
2020.0,Suzuki,Hybrid,Suzuki Wagon R 2020 for sale in Karachi,Automatic,660cc,"100,000 km",3350000.0,Wagon R,5.0
2019.0,Toyota,Petrol,Toyota Corolla 2019 for sale in Karachi,Automatic,1800cc,"78,000 km",5400000.0,Corolla,6.0
2019.0,Nissan,Hybrid,Nissan Note 2019 for sale in Karachi,Automatic,1200cc,"130,000 km",4850000.0,Note,6.0
2018.0,Honda,Petrol,Honda Civic 2018 for sale in Karachi,Automatic,1800cc,"60,000 km",4850000.0,Civic,7.0
1986.0,Daihatsu,Petrol,Daihatsu Charade 1986 for sale in Karachi,Manual,1000cc,"50,000 km",400000.0,Charade,39.0
2019.0,Honda,Petrol,Honda Civic 2019 for sale in Karachi,Automatic,1800cc,"50,000 km",4875000.0,Civic,6.0
1974.0,Toyota,Petrol,Toyota Corona 1974 for sale in Karachi,Automatic,2500cc,"1,000 km",1100000.0,Corona,51.0
2024.0,Honda,Petrol,Honda Civic 2024 for sale in Karachi,Automatic,1500cc,"3,504 km",10100000.0,Civic,1.0
2023.0,Honda,Petrol,Honda City 2023 for sale in Karachi,Automatic,1500cc,"72,000 km",4750000.0,City,2.0
2020.0,Toyota,Diesel,Toyota Hilux 2020 for sale in Karachi,Automatic,2800cc,"49,000 km",9550000.0,Hilux,5.0
2024.0,KIA,Petrol,KIA Stonic 2024 for sale in Karachi,Automatic,1400cc,"4,000 km",5850000.0,Stonic,1.0
2005.0,Toyota,Petrol,Toyota Mark X 2005 for sale in Karachi,Automatic,3000cc,"67,000 km",6200000.0,Mark X,20.0
2021.0,Toyota,Petrol,Toyota Corolla 2021 for sale in Karachi,Automatic,1598cc,"72,000 km",4895000.0,Corolla,4.0
2006.0,Toyota,Petrol,Toyota Mark X 2006 for sale in Karachi,Automatic,2500cc,"130,000 km",5300000.0,Mark X,19.0
2019.0,Honda,Petrol,Honda Civic 2019 for sale in Karachi,Automatic,1800cc,"45,000 km",5395000.0,Civic,6.0
2024.0,Toyota,Petrol,Toyota Yaris Sedan 2024 for sale in Karachi,Automatic,1300cc,"27,000 km",4795000.0,Yaris Sedan,1.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"19,000 km",5875000.0,Raize,5.0
2014.0,Daihatsu,Petrol,Daihatsu Mira 2014 for sale in Karachi,Automatic,660cc,"65,000 km",2250000.0,Mira,11.0
2007.0,Honda,Petrol,Honda City 2007 for sale in Karachi,Manual,1300cc,"20,000 km",1200000.0,City,18.0
2023.0,Suzuki,Petrol,Suzuki Alto 2023 for sale in Karachi,Manual,660cc,"49,650 km",2565000.0,Alto,2.0
2018.0,Toyota,Petrol,Toyota Corolla 2018 for sale in Karachi,Automatic,1800cc,"82,000 km",5200000.0,Corolla,7.0
2020.0,Toyota,Petrol,Toyota Land Cruiser 2020 for sale in Karachi,Automatic,4600cc,"76,000 km",38000000.0,Land Cruiser,5.0
2022.0,Toyota,Petrol,Toyota Land Cruiser 2022 for sale in Karachi,Automatic,3500cc,"63,000 km",47500000.0,Land Cruiser,3.0
2015.0,Nissan,Petrol,Nissan Clipper 2015 for sale in Karachi,Automatic,660cc,"90,623 km",1850000.0,Clipper,10.0
2018.0,Suzuki,Petrol,Suzuki Every Wagon 2018 for sale in Karachi,Automatic,660cc,"57,000 km",3200000.0,Every Wagon,7.0
2011.0,Toyota,Petrol,Toyota Corolla 2011 for sale in Karachi,Manual,1300cc,"161,000 km",2100000.0,Corolla,14.0
2022.0,KIA,Petrol,KIA Sportage 2022 for sale in Karachi,Automatic,2000cc,"19,000 km",6500000.0,Sportage,3.0
2015.0,Suzuki,Petrol,Suzuki Swift 2015 for sale in Karachi,Manual,1300cc,"77,000 km",2050000.0,Swift,10.0
2025.0,Hyundai,Hybrid,Hyundai Tucson 2025 for sale in Karachi,Automatic,1600cc,"8,000 km",11890000.0,Tucson,0.0
2020.0,Suzuki,Petrol,Suzuki Ravi 2020 for sale in Karachi,Manual,800cc,"68,476 km",1150000.0,Ravi,5.0
2013.0,Honda,Hybrid,Honda Fit 2013 for sale in Karachi,Automatic,1500cc,"132,700 km",3465000.0,Fit,12.0
2022.0,Honda,Petrol,Honda Civic 2022 for sale in Karachi,Automatic,1500cc,"37,561 km",8450000.0,Civic,3.0
2012.0,Toyota,Petrol,Toyota Corolla 2012 for sale in Karachi,Manual,1300cc,"69,965 km",2650000.0,Corolla,13.0
2016.0,Toyota,Petrol,Toyota Passo 2016 for sale in Karachi,Automatic,1000cc,"92,000 km",3050000.0,Passo,9.0
2006.0,Suzuki,Petrol,Suzuki Liana 2006 for sale in Karachi,Manual,1300cc,"96,789 km",1150000.0,Liana,19.0
2021.0,Toyota,Petrol,Toyota Raize 2021 for sale in Karachi,Automatic,1000cc,"54,000 km",6025000.0,Raize,4.0
2018.0,Toyota,Petrol,Toyota Corolla 2018 for sale in Karachi,Automatic,1600cc,"72,101 km",4500000.0,Corolla,7.0
2006.0,Toyota,Petrol,Toyota Belta 2006 for sale in Karachi,Automatic,1300cc,"81,500 km",2190000.0,Belta,19.0
2016.0,Honda,Petrol,Honda City 2016 for sale in Karachi,Manual,1300cc,"100,000 km",3050000.0,City,9.0
2025.0,Suzuki,Petrol,Suzuki Swift 2025 for sale in Karachi,Automatic,1200cc,50 km,5050000.0,Swift,0.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"29,000 km",6200000.0,Raize,5.0
2021.0,Toyota,Petrol,Toyota Yaris Sedan 2021 for sale in Karachi,Automatic,1300cc,"59,000 km",4400000.0,Yaris Sedan,4.0
2019.0,Honda,Petrol,Honda Civic 2019 for sale in Karachi,Automatic,1800cc,"98,000 km",5600000.0,Civic,6.0
2016.0,Daihatsu,Petrol,Daihatsu Move 2016 for sale in Karachi,Automatic,660cc,"96,000 km",2700000.0,Move,9.0
2006.0,Toyota,Petrol,Toyota Belta 2006 for sale in Karachi,Automatic,1300cc,"160,000 km",2350000.0,Belta,19.0
2021.0,Suzuki,Petrol,Suzuki Alto 2021 for sale in Karachi,Automatic,660cc,"72,000 km",2650000.0,Alto,4.0
2009.0,Suzuki,Petrol,Suzuki Cervo 2009 for sale in Karachi,Automatic,660cc,"112,750 km",2170000.0,Cervo,16.0
2005.0,Suzuki,Petrol,Suzuki Baleno 2005 for sale in Karachi,Manual,1300cc,"100,000 km",925000.0,Baleno,20.0
2010.0,Daihatsu,Petrol,Daihatsu Cuore 2010 for sale in Karachi,Manual,800cc,"178,000 km",770000.0,Cuore,15.0
2022.0,Toyota,Petrol,Toyota Corolla 2022 for sale in Karachi,Automatic,1598cc,"43,000 km",6275000.0,Corolla,3.0
2017.0,Toyota,Petrol,Toyota Fortuner 2017 for sale in Karachi,Automatic,2700cc,"88,000 km",9800000.0,Fortuner,8.0
2007.0,Toyota,Petrol,Toyota Vitz 2007 for sale in Karachi,Automatic,1000cc,"200,000 km",2250000.0,Vitz,18.0
2012.0,Honda,Hybrid,Honda Spike 2012 for sale in Karachi,Automatic,1500cc,"90,000 km",3000000.0,Spike,13.0
2015.0,Toyota,Petrol,Toyota Corolla 2015 for sale in Karachi,Manual,1300cc,"110,000 km",3500000.0,Corolla,10.0
2021.0,Honda,Petrol,Honda City 2021 for sale in Karachi,Manual,1200cc,"33,000 km",3950000.0,City,4.0
2020.0,Honda,Petrol,Honda City 2020 for sale in Karachi,Automatic,1300cc,"60,000 km",3860000.0,City,5.0
2001.0,Toyota,Petrol,Toyota Corolla 2001 for sale in Karachi,Manual,1300cc,"100,000 km",1250000.0,Corolla,24.0
2004.0,Toyota,Diesel,Toyota Hilux 2004 for sale in Karachi,Manual,3000cc,"3,500 km",3350000.0,Hilux,21.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"48,794 km",5830000.0,Raize,5.0
2018.0,Suzuki,Petrol,Suzuki Cultus 2018 for sale in Karachi,Automatic,1000cc,"68,000 km",2670000.0,Cultus,7.0
2011.0,Toyota,Petrol,Toyota Belta 2011 for sale in Karachi,Automatic,1000cc,"100,000 km",2200000.0,Belta,14.0
2005.0,Honda,Petrol,Honda Civic 2005 for sale in Karachi,Automatic,1500cc,"18,000 km",1500000.0,Civic,20.0
2003.0,Suzuki,Petrol,Suzuki Cultus 2003 for sale in Karachi,Manual,1000cc,"80,000 km",710000.0,Cultus,22.0
2022.0,Chery,Petrol,Chery Tiggo 8 Pro 2022 for sale in Karachi,Automatic,1600cc,"60,000 km",7000000.0,Tiggo 8 Pro,3.0
2017.0,Toyota,Petrol,Toyota Corolla 2017 for sale in Karachi,Automatic,1800cc,"67,000 km",4750000.0,Corolla,8.0
2023.0,Toyota,Petrol,Toyota Yaris Hatchback 2023 for sale in Karachi,Automatic,1000cc,"42,000 km",4950000.0,Yaris Hatchback,2.0
2019.0,Toyota,Petrol,Toyota Corolla 2019 for sale in Karachi,Automatic,1600cc,"55,000 km",5100000.0,Corolla,6.0
2014.0,Daihatsu,Petrol,Daihatsu Mira 2014 for sale in Karachi,Automatic,660cc,"200,951 km",2100000.0,Mira,11.0
2024.0,Haval,Hybrid,Haval H6 2024 for sale in Karachi,Automatic,1500cc,"22,000 km",11200000.0,H6,1.0
2022.0,Suzuki,Hybrid,Suzuki Hustler 2022 for sale in Karachi,Automatic,660cc,"38,000 km",3775000.0,Hustler,3.0
2009.0,Suzuki,Petrol,Suzuki Alto 2009 for sale in Karachi,Manual,1000cc,"25,000 km",1000000.0,Alto,16.0
2020.0,Toyota,Petrol,Toyota Hiace 2020 for sale in Karachi,Automatic,2700cc,"103,000 km",10000000.0,Hiace,5.0
1994.0,Suzuki,Petrol,Suzuki Khyber 1994 for sale in Karachi,Manual,1000cc,"999,998 km",236000.0,Khyber,31.0
2016.0,FAW,Petrol,FAW V2 2016 for sale in Karachi,Manual,1300cc,"68,900 km",1310000.0,V2,9.0
2020.0,Daihatsu,Petrol,Daihatsu Rocky 2020 for sale in Karachi,Automatic,1000cc,"39,000 km",5750000.0,Rocky,5.0
2001.0,Toyota,Petrol,Toyota Vitz 2001 for sale in Karachi,Automatic,1000cc,"175,000 km",1600000.0,Vitz,24.0
2001.0,Daihatsu,Petrol,Daihatsu Terios Kid 2001 for sale in Karachi,Automatic,660cc,"100,000 km",1400000.0,Terios Kid,24.0
2010.0,Mercedes Benz,Petrol,Mercedes Benz C Class 2010 for sale in Karachi,Automatic,6200cc,"57,800 km",12000000.0,Benz C Class,15.0
2013.0,Daihatsu,Petrol,Daihatsu Hijet 2013 for sale in Karachi,Automatic,660cc,"990,000 km",1565000.0,Hijet,12.0
2015.0,Honda,Hybrid,Honda Vezel 2015 for sale in Karachi,Automatic,1500cc,"89,000 km",4400000.0,Vezel,10.0
2000.0,Honda,Petrol,Honda Civic 2000 for sale in Karachi,Automatic,1500cc,"100,000 km",1070000.0,Civic,25.0
2006.0,Suzuki,Petrol,Suzuki Cultus 2006 for sale in Karachi,Manual,1000cc,"96,000 km",870000.0,Cultus,19.0
2014.0,Honda,Petrol,Honda Civic 2014 for sale in Karachi,Automatic,1800cc,"130,000 km",3300000.0,Civic,11.0
1996.0,Suzuki,Petrol,Suzuki Margalla 1996 for sale in Karachi,Manual,1300cc,"130,000 km",530000.0,Margalla,29.0
2000.0,Toyota,Petrol,Toyota Vitz 2000 for sale in Karachi,Automatic,1000cc,"105,000 km",1795000.0,Vitz,25.0
2008.0,Suzuki,Petrol,Suzuki Cultus 2008 for sale in Karachi,Manual,1000cc,"80,000 km",950000.0,Cultus,17.0
2012.0,Toyota,Petrol,Toyota Corolla 2012 for sale in Karachi,Manual,1300cc,"155,555 km",2500000.0,Corolla,13.0
2021.0,Toyota,Petrol,Toyota Yaris Sedan 2021 for sale in Karachi,Manual,1300cc,"40,500 km",3850000.0,Yaris Sedan,4.0
2019.0,Suzuki,Petrol,Suzuki Alto 2019 for sale in Karachi,Manual,660cc,"51,999 km",2280000.0,Alto,6.0
2008.0,Toyota,Petrol,Toyota Corolla 2008 for sale in Karachi,Manual,1300cc,"145,000 km",1850000.0,Corolla,17.0
2013.0,Honda,Petrol,Honda City 2013 for sale in Karachi,Manual,1300cc,"93,000 km",2525000.0,City,12.0
2022.0,Peugeot,Petrol,Peugeot 2008 2022 for sale in Karachi,Automatic,1200cc,"48,000 km",4800000.0,2008,3.0
2010.0,Suzuki,Petrol,Suzuki Mehran 2010 for sale in Karachi,Manual,800cc,"90,000 km",730000.0,Mehran,15.0
2020.0,Toyota,Petrol,Toyota Yaris Sedan 2020 for sale in Karachi,Automatic,1300cc,"84,000 km",3925000.0,Yaris Sedan,5.0
1988.0,Suzuki,Petrol,Suzuki Khyber 1988 for sale in Karachi,Manual,1000cc,"441,720 km",270000.0,Khyber,37.0
2002.0,Honda,Petrol,Honda City 2002 for sale in Karachi,Manual,1300cc,"250,000 km",800000.0,City,23.0
2020.0,Nissan,Petrol,Nissan Clipper 2020 for sale in Karachi,Automatic,660cc,"94,000 km",2850000.0,Clipper,5.0
2021.0,Toyota,Petrol,Toyota Raize 2021 for sale in Karachi,Automatic,1000cc,"35,000 km",5670000.0,Raize,4.0
2004.0,Honda,Petrol,Honda Civic 2004 for sale in Karachi,Manual,1500cc,"136,000 km",1290000.0,Civic,21.0
2015.0,Suzuki,Petrol,Suzuki Wagon R 2015 for sale in Karachi,Automatic,660cc,"105,000 km",2280000.0,Wagon R,10.0
1985.0,Daihatsu,Petrol,Daihatsu Charade 1985 for sale in Karachi,Manual,1000cc,"41,373 km",300000.0,Charade,40.0
2018.0,Suzuki,Petrol,Suzuki Cultus 2018 for sale in Karachi,Manual,1000cc,"60,000 km",2565000.0,Cultus,7.0
2010.0,Changan,Petrol,Changan Gilgit 2010 for sale in Karachi,Manual,800cc,"81,000 km",750000.0,Gilgit,15.0
2007.0,Toyota,Petrol,Toyota Corolla Fielder 2007 for sale in Karachi,Automatic,1800cc,"95,000 km",4550000.0,Corolla Fielder,18.0
2017.0,Suzuki,Petrol,Suzuki Wagon R 2017 for sale in Karachi,Manual,1000cc,"117,000 km",1900000.0,Wagon R,8.0
2021.0,KIA,Petrol,KIA Sportage 2021 for sale in Karachi,Automatic,2000cc,"55,000 km",6750000.0,Sportage,4.0
2024.0,Suzuki,Petrol,Suzuki Swift 2024 for sale in Karachi,Automatic,1200cc,"8,000 km",4900000.0,Swift,1.0
2021.0,Toyota,Petrol,Toyota Raize 2021 for sale in Karachi,Automatic,1000cc,"31,000 km",6400000.0,Raize,4.0
2024.0,Daihatsu,Petrol,Daihatsu Move 2024 for sale in Karachi,Automatic,660cc,"33,208 km",3200000.0,Move,1.0
2001.0,Honda,Petrol,Honda City 2001 for sale in Karachi,Manual,1300cc,"155,000 km",1200000.0,City,24.0
2008.0,Suzuki,Petrol,Suzuki Kei 2008 for sale in Karachi,Manual,660cc,"65,000 km",1390000.0,Kei,17.0
2012.0,Lexus,Petrol,Lexus RX Series 2012 for sale in Karachi,Automatic,3500cc,"89,000 km",11500000.0,RX Series,13.0
2017.0,Suzuki,Petrol,Suzuki Mehran 2017 for sale in Karachi,Manual,800cc,"60,000 km",1150000.0,Mehran,8.0
2013.0,Honda,Petrol,Honda Civic 2013 for sale in Karachi,Automatic,1800cc,"136,000 km",3150000.0,Civic,12.0
2007.0,Suzuki,Petrol,Suzuki Alto 2007 for sale in Karachi,Manual,1000cc,"160,000 km",1600000.0,Alto,18.0
1999.0,Toyota,Petrol,Toyota Corolla 1999 for sale in Karachi,Manual,1600cc,1 km,1400000.0,Corolla,26.0
2016.0,Honda,Hybrid,Honda Vezel 2016 for sale in Karachi,Automatic,1500cc,"99,967 km",5500000.0,Vezel,9.0
2012.0,Suzuki,Petrol,Suzuki Alto 2012 for sale in Karachi,Manual,1000cc,"100,000 km",1190000.0,Alto,13.0
