year,manufacturer,fuelType,name,transmission,engine,mileage,listingPrice,variant,age
2021.0,KIA,Petrol,KIA Sportage 2021 for sale in Karachi,Automatic,2000cc,"30,382 km",6500000.0,Sportage,4.0
2006.0,Suzuki,Petrol,Suzuki Cultus 2006 for sale in Karachi,Manual,1000cc,"80,000 km",770000.0,Cultus,19.0
2025.0,Hyundai,Petrol,Hyundai Sonata 2025 for sale in Karachi,Automatic,2500cc,"9,800 km",11200000.0,Sonata,0.0
2014.0,Toyota,Petrol,Toyota Corolla 2014 for sale in Karachi,Manual,1300cc,"215,000 km",2700000.0,Corolla,11.0
2018.0,Toyota,Petrol,Toyota Corolla 2018 for sale in Karachi,Automatic,1600cc,"57,000 km",4500000.0,Corolla,7.0
2018.0,Suzuki,Petrol,Suzuki Cultus 2018 for sale in Karachi,Manual,1000cc,"95,142 km",2525000.0,Cultus,7.0
1996.0,Toyota,Petrol,Toyota Land Cruiser 1996 for sale in Karachi,Automatic,4500cc,"155,000 km",5500000.0,Land Cruiser,29.0
2016.0,Honda,Hybrid,Honda Vezel 2016 for sale in Karachi,Automatic,1500cc,"73,664 km",4300000.0,Vezel,9.0
2017.0,Toyota,Petrol,Toyota Passo 2017 for sale in Karachi,Automatic,1000cc,"123,000 km",3350000.0,Passo,8.0
2025.0,Changan,Petrol,Changan Oshan X7 2025 for sale in Karachi,Automatic,1500cc,"13,000 km",9000000.0,Oshan X7,0.0
2008.0,Toyota,Petrol,Toyota Passo 2008 for sale in Karachi,Automatic,1000cc,"87,000 km",1785000.0,Passo,17.0
2005.0,Toyota,Petrol,Toyota Premio 2005 for sale in Karachi,Automatic,1800cc,"155,000 km",3200000.0,Premio,20.0
2021.0,Daihatsu,Petrol,Daihatsu Taft 2021 for sale in Karachi,Automatic,660cc,"47,401 km",3800000.0,Taft,4.0
2006.0,Toyota,Petrol,Toyota Premio 2006 for sale in Karachi,Automatic,1800cc,"115,000 km",3000000.0,Premio,19.0
2021.0,Daihatsu,Petrol,Daihatsu Mira 2021 for sale in Karachi,Automatic,660cc,"16,000 km",3300000.0,Mira,4.0
2021.0,Suzuki,Petrol,Suzuki Alto 2021 for sale in Karachi,Automatic,660cc,"42,000 km",2600000.0,Alto,4.0
2025.0,Suzuki,Petrol,Suzuki Alto 2025 for sale in Karachi,Manual,660cc,"22,000 km",2875000.0,Alto,0.0
2018.0,Toyota,Hybrid,Toyota C-HR 2018 for sale in Karachi,Automatic,1800cc,"41,000 km",7350000.0,C-HR,7.0
2022.0,Nissan,Petrol,Nissan Clipper 2022 for sale in Karachi,Automatic,660cc,"101,000 km",2625000.0,Clipper,3.0
2014.0,Toyota,Petrol,Toyota Vitz 2014 for sale in Karachi,Automatic,1000cc,"112,420 km",2900000.0,Vitz,11.0
2018.0,Honda,Petrol,Honda Civic 2018 for sale in Karachi,Automatic,1800cc,"76,000 km",4650000.0,Civic,7.0
2022.0,Toyota,Petrol,Toyota Yaris Sedan 2022 for sale in Karachi,Automatic,1300cc,"33,962 km",4300000.0,Yaris Sedan,3.0
2018.0,Lexus,Hybrid,Lexus CT200h 2018 for sale in Karachi,Automatic,1800cc,"73,124 km",18500000.0,CT200h,7.0
2018.0,Toyota,Hybrid,Toyota Aqua 2018 for sale in Karachi,Automatic,1500cc,"83,413 km",5000000.0,Aqua,7.0
2021.0,MG,Petrol,MG HS 2021 for sale in Karachi,Automatic,1500cc,"43,000 km",5650000.0,HS,4.0
2018.0,Toyota,Petrol,Toyota Corolla 2018 for sale in Karachi,Automatic,1600cc,"116,432 km",4700000.0,Corolla,7.0
2016.0,Toyota,Petrol,Toyota Prado 2016 for sale in Karachi,Automatic,2700cc,"85,171 km",20500000.0,Prado,9.0
2022.0,Chery,Petrol,Chery Tiggo 8 Pro 2022 for sale in Karachi,Automatic,1600cc,"45,949 km",7600000.0,Tiggo 8 Pro,3.0
2021.0,Toyota,Petrol,Toyota Raize 2021 for sale in Karachi,Automatic,1000cc,"19,500 km",6375000.0,Raize,4.0
2010.0,Suzuki,Petrol,Suzuki Cultus 2010 for sale in Karachi,Manual,1000cc,"50,000 km",1020000.0,Cultus,15.0
2010.0,Toyota,Petrol,Toyota Prado 2010 for sale in Karachi,Automatic,2700cc,"120,000 km",13200000.0,Prado,15.0
2005.0,Honda,Petrol,Honda Accord 2005 for sale in Karachi,Automatic,2000cc,"123,980 km",2250000.0,Accord,20.0
2021.0,Toyota,Petrol,Toyota Prado 2021 for sale in Karachi,Automatic,2700cc,"48,000 km",29700000.0,Prado,4.0
2017.0,BMW,Hybrid,BMW 5 Series 2017 for sale in Karachi,Automatic,2000cc,"23,000 km",24000000.0,5 Series,8.0
2020.0,Suzuki,Petrol,Suzuki Every 2020 for sale in Karachi,Automatic,660cc,"70,000 km",2650000.0,Every,5.0
2025.0,Toyota,Petrol,Toyota Yaris Sedan 2025 for sale in Karachi,Automatic,1300cc,"5,054 km",4950000.0,Yaris Sedan,0.0
2021.0,Toyota,Petrol,Toyota Corolla 2021 for sale in Karachi,Automatic,1598cc,"29,000 km",5400000.0,Corolla,4.0
2015.0,Suzuki,Petrol,Suzuki Swift 2015 for sale in Karachi,Automatic,1300cc,"51,000 km",2350000.0,Swift,10.0
2006.0,Toyota,Petrol,Toyota Corolla 2006 for sale in Karachi,Manual,1300cc,1 km,1950000.0,Corolla,19.0
2004.0,Suzuki,Petrol,Suzuki Alto 2004 for sale in Karachi,Automatic,1000cc,"248,868 km",950000.0,Alto,21.0
2019.0,Toyota,Petrol,Toyota Vitz 2019 for sale in Karachi,Automatic,996cc,"100,000 km",3900000.0,Vitz,6.0
2008.0,Suzuki,Petrol,Suzuki Mehran 2008 for sale in Karachi,Manual,800cc,"11,957 km",750000.0,Mehran,17.0
2022.0,Toyota,Petrol,Toyota Yaris Sedan 2022 for sale in Karachi,Automatic,1500cc,"22,900 km",4850000.0,Yaris Sedan,3.0
2021.0,Hyundai,Petrol,Hyundai Tucson 2021 for sale in Karachi,Automatic,2000cc,"29,500 km",6865000.0,Tucson,4.0
2018.0,Suzuki,Petrol,Suzuki Cultus 2018 for sale in Karachi,Manual,1000cc,"81,000 km",2100000.0,Cultus,7.0
2010.0,Suzuki,Petrol,Suzuki Swift 2010 for sale in Karachi,Manual,1300cc,"176,500 km",1680000.0,Swift,15.0
2001.0,Honda,Petrol,Honda Civic 2001 for sale in Karachi,Manual,1600cc,"280,000 km",1250000.0,Civic,24.0
2022.0,Toyota,Petrol,Toyota Yaris Sedan 2022 for sale in Karachi,Automatic,1500cc,"34,040 km",4600000.0,Yaris Sedan,3.0
2005.0,Chevrolet,Petrol,Chevrolet Joy 2005 for sale in Karachi,Manual,1000cc,"70,000 km",600000.0,Joy,20.0
1988.0,Suzuki,Petrol,Suzuki Bolan 1988 for sale in Karachi,Manual,800cc,"100,000 km",300000.0,Bolan,37.0
2020.0,Audi,Electric,Audi e-tron 2020 for sale in Karachi,Automatic,cc,"76,770 km",13800000.0,e-tron,5.0
2010.0,Suzuki,Petrol,Suzuki Mehran 2010 for sale in Karachi,Manual,800cc,"1,500 km",750000.0,Mehran,15.0
2022.0,Suzuki,Petrol,Suzuki Alto 2022 for sale in Karachi,Manual,660cc,"48,000 km",2460000.0,Alto,3.0
2006.0,Suzuki,Petrol,Suzuki Mehran 2006 for sale in Karachi,Manual,800cc,"100,000 km",480000.0,Mehran,19.0
2022.0,Honda,Petrol,Honda City 2022 for sale in Karachi,Automatic,1200cc,"69,296 km",4050000.0,City,3.0
2020.0,Honda,Petrol,Honda Civic 2020 for sale in Karachi,Automatic,1800cc,"57,500 km",5375000.0,Civic,5.0
2021.0,Toyota,Petrol,Toyota Corolla 2021 for sale in Karachi,Automatic,1598cc,"38,500 km",5175000.0,Corolla,4.0
2022.0,Daihatsu,Petrol,Daihatsu Mira 2022 for sale in Karachi,Automatic,660cc,"11,000 km",3465000.0,Mira,3.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"31,500 km",5975000.0,Raize,5.0
2025.0,Haval,Petrol,Haval H6 2025 for sale in Karachi,Automatic,1500cc,100 km,9430970.0,H6,0.0
2024.0,Honda,Petrol,Honda City 2024 for sale in Karachi,Automatic,1500cc,"12,000 km",5450000.0,City,1.0
2018.0,Audi,Petrol,Audi A3 2018 for sale in Karachi,Automatic,1200cc,"45,812 km",8500000.0,A3,7.0
2021.0,Honda,Petrol,Honda Civic 2021 for sale in Karachi,Automatic,1800cc,"60,214 km",6400000.0,Civic,4.0
2022.0,Honda,Petrol,Honda City 2022 for sale in Karachi,Automatic,1500cc,"36,516 km",4800000.0,City,3.0
2006.0,Toyota,Petrol,Toyota ISIS 2006 for sale in Karachi,Automatic,1800cc,"235,565 km",2700000.0,ISIS,19.0
2023.0,Toyota,Diesel,Toyota Fortuner 2023 for sale in Karachi,Automatic,2800cc,"38,000 km",17200000.0,Fortuner,2.0
2010.0,Toyota,Petrol,Toyota Corolla 2010 for sale in Karachi,Automatic,1800cc,"290,000 km",2830000.0,Corolla,15.0
2012.0,Suzuki,Petrol,Suzuki Bolan 2012 for sale in Karachi,Manual,800cc,"11,112 km",800000.0,Bolan,13.0
2017.0,Toyota,Petrol,Toyota Corolla 2017 for sale in Karachi,Automatic,1300cc,"82,000 km",3750000.0,Corolla,8.0
2015.0,Honda,Petrol,Honda Civic 2015 for sale in Karachi,Automatic,1800cc,"175,000 km",3200000.0,Civic,10.0
2019.0,Honda,Petrol,Honda City 2019 for sale in Karachi,Automatic,1300cc,"95,043 km",3700000.0,City,6.0
2012.0,Daihatsu,CNG,Daihatsu Hijet 2012 for sale in Karachi,Automatic,660cc,"97,814 km",1500000.0,Hijet,13.0
2021.0,Suzuki,Petrol,Suzuki Cultus 2021 for sale in Karachi,Automatic,1000cc,"57,219 km",3275000.0,Cultus,4.0
2018.0,Honda,Petrol,Honda BR-V 2018 for sale in Karachi,Automatic,1500cc,"133,218 km",3900000.0,BR-V,7.0
2019.0,Nissan,Petrol,Nissan Clipper 2019 for sale in Karachi,Automatic,660cc,"101,027 km",2700000.0,Clipper,6.0
2019.0,Suzuki,Petrol,Suzuki Cultus 2019 for sale in Karachi,Manual,1000cc,"64,803 km",2750000.0,Cultus,6.0
2024.0,Honda,Petrol,Honda BR-V 2024 for sale in Karachi,Automatic,1500cc,"1,444 km",6985000.0,BR-V,1.0
2024.0,KIA,Petrol,KIA Sorento 2024 for sale in Karachi,Automatic,2400cc,"52,873 km",8800000.0,Sorento,1.0
2025.0,Peugeot,Petrol,Peugeot 2008 2025 for sale in Karachi,Automatic,1200cc,"15,463 km",6950000.0,2008,0.0
2022.0,Toyota,Diesel,Toyota Hilux 2022 for sale in Karachi,Automatic,2800cc,"24,963 km",13300000.0,Hilux,3.0
2016.0,Audi,Petrol,Audi A6 2016 for sale in Karachi,Automatic,1800cc,"72,991 km",11500000.0,A6,9.0
2012.0,Daihatsu,Petrol,Daihatsu Cuore 2012 for sale in Karachi,Manual,800cc,"69,499 km",950000.0,Cuore,13.0
2020.0,Suzuki,Petrol,Suzuki Cultus 2020 for sale in Karachi,Manual,1000cc,"64,000 km",2900000.0,Cultus,5.0
2018.0,Toyota,Petrol,Toyota Corolla 2018 for sale in Karachi,Automatic,1300cc,"75,000 km",4050000.0,Corolla,7.0
2016.0,Toyota,Petrol,Toyota Corolla 2016 for sale in Karachi,Automatic,1300cc,"64,000 km",3700000.0,Corolla,9.0
2016.0,Honda,Petrol,Honda City 2016 for sale in Karachi,Manual,1300cc,"133,743 km",2750000.0,City,9.0
2017.0,Nissan,Petrol,Nissan Dayz 2017 for sale in Karachi,Automatic,660cc,"57,502 km",2300000.0,Dayz,8.0
2022.0,Suzuki,Petrol,Suzuki Cultus 2022 for sale in Karachi,Manual,1000cc,"27,000 km",3050000.0,Cultus,3.0
2011.0,Daihatsu,Petrol,Daihatsu Move 2011 for sale in Karachi,Automatic,660cc,"129,000 km",2100000.0,Move,14.0
2014.0,Honda,Hybrid,Honda Vezel 2014 for sale in Karachi,Automatic,1500cc,"138,516 km",3849000.0,Vezel,11.0
2019.0,Toyota,Petrol,Toyota Corolla 2019 for sale in Karachi,Automatic,1600cc,"78,000 km",4425000.0,Corolla,6.0
2025.0,Toyota,Diesel,Toyota Hilux 2025 for sale in Karachi,Automatic,2800cc,"8,280 km",16500000.0,Hilux,0.0
2025.0,Suzuki,Petrol,Suzuki Alto 2025 for sale in Karachi,Manual,660cc,"21,740 km",2975000.0,Alto,0.0
2021.0,KIA,Petrol,KIA Sportage 2021 for sale in Karachi,Automatic,2000cc,"30,382 km",6500000.0,Sportage,4.0
2018.0,Suzuki,Petrol,Suzuki Cultus 2018 for sale in Karachi,Manual,1000cc,"95,142 km",2525000.0,Cultus,7.0
2016.0,Honda,Hybrid,Honda Vezel 2016 for sale in Karachi,Automatic,1500cc,"73,664 km",4300000.0,Vezel,9.0
2008.0,Toyota,Petrol,Toyota Passo 2008 for sale in Karachi,Automatic,1000cc,"87,000 km",1785000.0,Passo,17.0
2021.0,Daihatsu,Petrol,Daihatsu Taft 2021 for sale in Karachi,Automatic,660cc,"47,401 km",3800000.0,Taft,4.0
2021.0,Toyota,Petrol,Toyota Prado 2021 for sale in Karachi,Automatic,2700cc,"48,000 km",29700000.0,Prado,4.0
2025.0,Toyota,Petrol,Toyota Yaris Sedan 2025 for sale in Karachi,Automatic,1300cc,"5,054 km",4950000.0,Yaris Sedan,0.0
2015.0,Suzuki,Petrol,Suzuki Swift 2015 for sale in Karachi,Automatic,1300cc,"51,000 km",2350000.0,Swift,10.0
2004.0,Suzuki,Petrol,Suzuki Alto 2004 for sale in Karachi,Automatic,1000cc,"248,868 km",950000.0,Alto,21.0
2008.0,Suzuki,Petrol,Suzuki Mehran 2008 for sale in Karachi,Manual,800cc,"11,957 km",750000.0,Mehran,17.0
2007.0,Suzuki,Petrol,Suzuki Mehran 2007 for sale in Karachi,Manual,800cc,"10,000 km",480000.0,Mehran,18.0
2010.0,Honda,Petrol,Honda City 2010 for sale in Karachi,Automatic,1300cc,"84,000 km",2790000.0,City,15.0
2004.0,Toyota,Petrol,Toyota 4 Runner 2004 for sale in Karachi,Automatic,4000cc,"120,000 km",7500000.0,4 Runner,21.0
2005.0,Suzuki,Petrol,Suzuki Mehran 2005 for sale in Karachi,Manual,800cc,"5,000 km",430000.0,Mehran,20.0
2020.0,Daihatsu,Petrol,Daihatsu Mira 2020 for sale in Karachi,Automatic,660cc,"67,000 km",3060000.0,Mira,5.0
2021.0,Mercedes Benz,Petrol,Mercedes Benz C Class 2021 for sale in Karachi,Automatic,1600cc,"25,959 km",20500000.0,Benz C Class,4.0
2014.0,Suzuki,Petrol,Suzuki Bolan 2014 for sale in Karachi,Manual,800cc,"12,345 km",1050000.0,Bolan,11.0
2014.0,Toyota,Petrol,Toyota Fortuner 2014 for sale in Karachi,Automatic,2700cc,"103,000 km",6850000.0,Fortuner,11.0
2004.0,Toyota,Petrol,Toyota Corolla 2004 for sale in Karachi,Manual,1300cc,"236,555 km",1900000.0,Corolla,21.0
2022.0,Hyundai,Petrol,Hyundai Tucson 2022 for sale in Karachi,Automatic,2000cc,"40,709 km",7450000.0,Tucson,3.0
2001.0,KIA,Petrol,KIA Classic 2001 for sale in Karachi,Manual,1300cc,"190,000 km",700000.0,Classic,24.0
2015.0,Toyota,Petrol,Toyota Corolla 2015 for sale in Karachi,Automatic,1800cc,"139,648 km",3600000.0,Corolla,10.0
2000.0,Suzuki,Petrol,Suzuki Cultus 2000 for sale in Karachi,Manual,1000cc,"44,649 km",600000.0,Cultus,25.0
2021.0,Changan,Petrol,Changan Alsvin 2021 for sale in Karachi,Automatic,1500cc,"81,555 km",2950000.0,Alsvin,4.0
2019.0,Subaru,Petrol,Subaru Sambar  2019 for sale in Karachi,Manual,660cc,"40,986 km",2350000.0,Sambar ,6.0
2014.0,Audi,Petrol,Audi A4 2014 for sale in Karachi,Automatic,1800cc,"52,155 km",9200000.0,A4,11.0
2016.0,Suzuki,Petrol,Suzuki Wagon R 2016 for sale in Karachi,Manual,1000cc,"58,281 km",1980000.0,Wagon R,9.0
2022.0,Daihatsu,Petrol,Daihatsu Mira 2022 for sale in Karachi,Automatic,660cc,"24,000 km",3525000.0,Mira,3.0
2022.0,Suzuki,Hybrid,Suzuki Wagon R 2022 for sale in Karachi,Automatic,660cc,"11,000 km",3900000.0,Wagon R,3.0
2021.0,Suzuki,Petrol,Suzuki Alto 2021 for sale in Karachi,Manual,660cc,"53,000 km",2180000.0,Alto,4.0
2010.0,Toyota,Petrol,Toyota Corolla 2010 for sale in Karachi,Automatic,1800cc,"150,000 km",2450000.0,Corolla,15.0
2011.0,Lexus,Hybrid,Lexus CT200h 2011 for sale in Karachi,Automatic,1800cc,"121,548 km",4500000.0,CT200h,14.0
2019.0,Toyota,Diesel,Toyota Fortuner 2019 for sale in Karachi,Automatic,2800cc,"49,027 km",13000000.0,Fortuner,6.0
2020.0,Toyota,Petrol,Toyota Raize 2020 for sale in Karachi,Automatic,1000cc,"26,000 km",5945000.0,Raize,5.0
2021.0,Toyota,Diesel,Toyota Hilux 2021 for sale in Karachi,Automatic,2800cc,"106,839 km",10500000.0,Hilux,4.0
2022.0,Toyota,Petrol,Toyota Yaris Sedan 2022 for sale in Karachi,Automatic,1500cc,"22,900 km",4850000.0,Yaris Sedan,3.0
2021.0,Hyundai,Petrol,Hyundai Tucson 2021 for sale in Karachi,Automatic,2000cc,"29,500 km",6865000.0,Tucson,4.0
2020.0,Audi,Electric,Audi e-tron 2020 for sale in Karachi,Automatic,cc,"76,770 km",13800000.0,e-tron,5.0
2019.0,Honda,Petrol,Honda City 2019 for sale in Karachi,Automatic,1300cc,"95,043 km",3700000.0,City,6.0
2012.0,Daihatsu,CNG,Daihatsu Hijet 2012 for sale in Karachi,Automatic,660cc,"97,814 km",1500000.0,Hijet,13.0
2021.0,Suzuki,Petrol,Suzuki Cultus 2021 for sale in Karachi,Automatic,1000cc,"57,219 km",3275000.0,Cultus,4.0
2019.0,Suzuki,Petrol,Suzuki Cultus 2019 for sale in Karachi,Manual,1000cc,"64,803 km",2750000.0,Cultus,6.0
2018.0,Honda,Petrol,Honda BR-V 2018 for sale in Karachi,Automatic,1500cc,"133,218 km",3900000.0,BR-V,7.0
2019.0,Nissan,Petrol,Nissan Clipper 2019 for sale in Karachi,Automatic,660cc,"101,027 km",2700000.0,Clipper,6.0
2024.0,Honda,Petrol,Honda BR-V 2024 for sale in Karachi,Automatic,1500cc,"1,444 km",6985000.0,BR-V,1.0
2024.0,KIA,Petrol,KIA Sorento 2024 for sale in Karachi,Automatic,2400cc,"52,873 km",8800000.0,Sorento,1.0
2025.0,Peugeot,Petrol,Peugeot 2008 2025 for sale in Karachi,Automatic,1200cc,"15,463 km",6950000.0,2008,0.0
2014.0,Nissan,Petrol,Nissan Dayz 2014 for sale in Karachi,Automatic,660cc,"90,000 km",2425000.0,Dayz,11.0
2020.0,Honda,Petrol,Honda Civic 2020 for sale in Karachi,Automatic,1800cc,"38,000 km",5850000.0,Civic,5.0
2017.0,Honda,Petrol,Honda Civic 2017 for sale in Karachi,Automatic,1800cc,"132,000 km",4100000.0,Civic,8.0
2022.0,Suzuki,Petrol,Suzuki Alto 2022 for sale in Karachi,Manual,660cc,"25,200 km",2480000.0,Alto,3.0
2007.0,Toyota,Hybrid,Toyota Prius 2007 for sale in Karachi,Automatic,1500cc,"150,000 km",2620000.0,Prius,18.0
2003.0,Suzuki,Petrol,Suzuki Every 2003 for sale in Karachi,Automatic,660cc,"150,000 km",950000.0,Every,22.0
1999.0,Suzuki,CNG,Suzuki Khyber 1999 for sale in Karachi,Manual,1000cc,"1,000,000 km",475000.0,Khyber,26.0
2016.0,Toyota,Petrol,Toyota Corolla 2016 for sale in Karachi,Automatic,1300cc,"75,000 km",3590000.0,Corolla,9.0
1993.0,Suzuki,Petrol,Suzuki Margalla 1993 for sale in Karachi,Manual,1300cc,111 km,360000.0,Margalla,32.0
1988.0,Suzuki,Petrol,Suzuki FX 1988 for sale in Karachi,Manual,800cc,"199,999 km",180000.0,FX,37.0
2012.0,Toyota,Hybrid,Toyota Aqua 2012 for sale in Karachi,Automatic,1500cc,"109,000 km",3275000.0,Aqua,13.0
2007.0,Toyota,Hybrid,Toyota Prius 2007 for sale in Karachi,Automatic,1500cc,"90,000 km",2250000.0,Prius,18.0
2017.0,Suzuki,Petrol,Suzuki Every Wagon 2017 for sale in Karachi,Automatic,660cc,"63,500 km",3450000.0,Every Wagon,8.0
2021.0,Toyota,Petrol,Toyota Prado 2021 for sale in Karachi,Automatic,2700cc,"69,000 km",29500000.0,Prado,4.0
2018.0,Toyota,Petrol,Toyota Vitz 2018 for sale in Karachi,Automatic,1000cc,"100,000 km",3800000.0,Vitz,7.0
2020.0,Suzuki,Petrol,Suzuki Alto 2020 for sale in Karachi,Automatic,660cc,"40,000 km",3100000.0,Alto,5.0
2012.0,Suzuki,Petrol,Suzuki Cultus 2012 for sale in Karachi,Manual,1000cc,"110,000 km",1250000.0,Cultus,13.0
2008.0,Suzuki,Petrol,Suzuki Cultus 2008 for sale in Karachi,Manual,1000cc,"100,000 km",985000.0,Cultus,17.0
2009.0,Toyota,Petrol,Toyota Belta 2009 for sale in Karachi,Automatic,1000cc,"140,000 km",2100000.0,Belta,16.0
2022.0,KIA,Petrol,KIA Picanto 2022 for sale in Karachi,Automatic,1000cc,"58,000 km",3000000.0,Picanto,3.0
2021.0,Hyundai,Petrol,Hyundai Tucson 2021 for sale in Karachi,Automatic,2000cc,"45,000 km",7075000.0,Tucson,4.0
2020.0,KIA,Petrol,KIA Sportage 2020 for sale in Karachi,Automatic,2000cc,"55,000 km",6050000.0,Sportage,5.0
2013.0,Honda,Petrol,Honda City 2013 for sale in Karachi,Automatic,1500cc,"93,000 km",3050000.0,City,12.0
2013.0,Mitsubishi,Petrol,Mitsubishi EK Custom 2013 for sale in Karachi,Automatic,660cc,"117,000 km",2400000.0,EK Custom,12.0
2025.0,Toyota,Diesel,Toyota Hilux 2025 for sale in Karachi,Automatic,2800cc,100 km,16800000.0,Hilux,0.0
2022.0,Toyota,Diesel,Toyota Hilux 2022 for sale in Karachi,Automatic,2800cc,"24,963 km",13300000.0,Hilux,3.0
2016.0,Audi,Petrol,Audi A6 2016 for sale in Karachi,Automatic,1800cc,"72,991 km",11500000.0,A6,9.0
2012.0,Daihatsu,Petrol,Daihatsu Cuore 2012 for sale in Karachi,Manual,800cc,"69,499 km",950000.0,Cuore,13.0
2016.0,Honda,Petrol,Honda City 2016 for sale in Karachi,Manual,1300cc,"133,743 km",2750000.0,City,9.0
2022.0,Suzuki,Petrol,Suzuki Cultus 2022 for sale in Karachi,Manual,1000cc,"27,000 km",3050000.0,Cultus,3.0
2021.0,Mercedes Benz,Petrol,Mercedes Benz C Class 2021 for sale in Karachi,Automatic,1600cc,"25,959 km",20500000.0,Benz C Class,4.0
2022.0,Hyundai,Petrol,Hyundai Tucson 2022 for sale in Karachi,Automatic,2000cc,"40,709 km",7450000.0,Tucson,3.0
2015.0,Toyota,Petrol,Toyota Corolla 2015 for sale in Karachi,Automatic,1800cc,"139,648 km",3600000.0,Corolla,10.0
2000.0,Suzuki,Petrol,Suzuki Cultus 2000 for sale in Karachi,Manual,1000cc,"44,649 km",600000.0,Cultus,25.0
2021.0,Changan,Petrol,Changan Alsvin 2021 for sale in Karachi,Automatic,1500cc,"81,555 km",2950000.0,Alsvin,4.0
2019.0,Subaru,Petrol,Subaru Sambar  2019 for sale in Karachi,Manual,660cc,"40,986 km",2350000.0,Sambar ,6.0
2014.0,Audi,Petrol,Audi A4 2014 for sale in Karachi,Automatic,1800cc,"52,155 km",9200000.0,A4,11.0
2025.0,Honda,Petrol,Honda City 2025 for sale in Karachi,Automatic,1200cc,"12,000 km",5000000.0,City,0.0
2022.0,Toyota,Petrol,Toyota Corolla 2022 for sale in Karachi,Automatic,1800cc,"60,000 km",6595000.0,Corolla,3.0
2025.0,Suzuki,Petrol,Suzuki Alto 2025 for sale in Karachi,Automatic,660cc,"7,000 km",3225000.0,Alto,0.0
2013.0,Toyota,Petrol,Toyota Vitz 2013 for sale in Karachi,Automatic,1000cc,"82,000 km",2650000.0,Vitz,12.0
2005.0,Honda,Petrol,Honda City 2005 for sale in Karachi,Manual,1300cc,"109,854 km",1450000.0,City,20.0
2017.0,Suzuki,Petrol,Suzuki Vitara 2017 for sale in Karachi,Automatic,1600cc,"110,000 km",3600000.0,Vitara,8.0
2021.0,Lexus,Electric,Lexus UX  2021 for sale in Karachi,Automatic,cc,"11,000 km",12500000.0,UX ,4.0
2021.0,Lexus,Electric,Lexus UX  2021 for sale in Karachi,Automatic,cc,"27,000 km",12500000.0,UX ,4.0
2012.0,Daihatsu,Petrol,Daihatsu Mira 2012 for sale in Karachi,Automatic,660cc,"174,000 km",2265000.0,Mira,13.0
2020.0,Suzuki,Petrol,Suzuki Swift 2020 for sale in Karachi,Automatic,1300cc,"60,000 km",3150000.0,Swift,5.0
2024.0,Daihatsu,Petrol,Daihatsu Mira 2024 for sale in Karachi,Automatic,660cc,"62,000 km",3300000.0,Mira,1.0
2020.0,Toyota,Petrol,Toyota Prado 2020 for sale in Karachi,Automatic,2700cc,"14,000 km",31000000.0,Prado,5.0
2020.0,Suzuki,Petrol,Suzuki Alto 2020 for sale in Karachi,Automatic,660cc,"89,000 km",2500000.0,Alto,5.0
2021.0,Suzuki,Petrol,Suzuki Every 2021 for sale in Karachi,Automatic,660cc,"37,000 km",3315000.0,Every,4.0
2015.0,BMW,Petrol,BMW 3 Series 2015 for sale in Karachi,Automatic,1600cc,"91,000 km",7800000.0,3 Series,10.0
2006.0,Suzuki,Petrol,Suzuki Mehran 2006 for sale in Karachi,Manual,800cc,"90,000 km",550000.0,Mehran,19.0
2021.0,Honda,Petrol,Honda Civic 2021 for sale in Karachi,Automatic,1800cc,"55,000 km",6450000.0,Civic,4.0
1999.0,Mercedes Benz,Petrol,Mercedes Benz E Class 1999 for sale in Karachi,Automatic,2400cc,"150,000 km",2700000.0,Benz E Class,26.0
2022.0,Daihatsu,Petrol,Daihatsu Mira 2022 for sale in Karachi,Automatic,660cc,"47,000 km",3650000.0,Mira,3.0
2020.0,Daihatsu,Petrol,Daihatsu Rocky 2020 for sale in Karachi,Automatic,1000cc,"44,000 km",5400000.0,Rocky,5.0
2022.0,Suzuki,Hybrid,Suzuki Alto 2022 for sale in Karachi,Automatic,660cc,"78,000 km",4000000.0,Alto,3.0
2017.0,Suzuki,Petrol,Suzuki Cultus 2017 for sale in Karachi,Manual,1000cc,"85,000 km",2650000.0,Cultus,8.0
2014.0,Toyota,Petrol,Toyota Vitz 2014 for sale in Karachi,Automatic,1000cc,"79,000 km",2850000.0,Vitz,11.0
2011.0,Suzuki,Petrol,Suzuki Mehran 2011 for sale in Karachi,Manual,800cc,"150,000 km",770000.0,Mehran,14.0
2019.0,Suzuki,Petrol,Suzuki Alto 2019 for sale in Karachi,Automatic,660cc,"68,000 km",2450000.0,Alto,6.0
2016.0,Suzuki,Petrol,Suzuki Wagon R 2016 for sale in Karachi,Manual,1000cc,"58,281 km",1980000.0,Wagon R,9.0
2022.0,Daihatsu,Petrol,Daihatsu Mira 2022 for sale in Karachi,Automatic,660cc,"24,000 km",3525000.0,Mira,3.0
2022.0,Suzuki,Hybrid,Suzuki Wagon R 2022 for sale in Karachi,Automatic,660cc,"11,000 km",3900000.0,Wagon R,3.0
2011.0,Lexus,Hybrid,Lexus CT200h 2011 for sale in Karachi,Automatic,1800cc,"121,548 km",4500000.0,CT200h,14.0
2021.0,Toyota,Diesel,Toyota Hilux 2021 for sale in Karachi,Automatic,2800cc,"106,839 km",10500000.0,Hilux,4.0
